Title,Author,Citation,PMID,Free Access,Abstract
"
              
                A Comprehensive Review of Unmanned Aerial Vehicle Attacks and Neutralization Techniques.
              
            ","Chamola V, Kotesh P, Agarwal A, Naren, Gupta N, Guizani M.",<built-in method split of str object at 0x000001D3E49768B0>,33071687,Yes,"
Unmanned Aerial Vehicles (UAV) have revolutionized the aircraft industry in this decade. ...A lot of research is happening on making UAVs more robust using energy harvesting techniques to have a better battery lifetime, network performance and to secure against atta …
            "
"
              
                The role of contemporary digital tools and technologies in COVID-19 crisis: An exploratory analysis.
              
            ","Subramanian M, Shanmuga Vadivel K, Hatamleh WA, Alnuaim AA, Abdelhady M, V E S.",<built-in method split of str object at 0x000001D3E30E0150>,34898797,Yes,"
              In this paper, we look at how emerging technologies such as the IoT and sensors, AI, ML, DL, blockchain, augmented reality, virtual reality, cloud computing, big data, robots and drones, intelligent mobile apps, and 5G are advancing health care and paving the way to combat …
            "
"
              
                Free amino acids in the haemolymph of honey bee queens (Apis mellifera L.).
              
            ","Hrassnigg N, Leonhard B, Crailsheim K.",<built-in method split of str object at 0x000001D3E2EE2170>,12624754,No,"
              In queen honey bees the free amino acid content in the haemolymph clearly depends on the physiological function and social environment of the individual. While in drones and workers the content of free amino acids increases after emergence until it reaches a peak in 5-day- …
            "
"
              
                Modernized Crowd Counting Strategies for Mass Gatherings-A Review.
              
            ","Fiandeiro M, Nguyen TT, Wong H, Hsu EB.",<built-in method split of str object at 0x000001D3E3D5C3F0>,37089669,Yes,"
"
"
              
                The Basic Premises of EU Regulations Regarding the Safety of Unmanned Aircraft in the Context of their Development Process.
              
            ",Kasprzyk P.,<built-in method split of str object at 0x000001D3E2EE2410>,36187205,Yes,"
"
"
Aerial Swarm Defense by StringNet Herding: Theory and Experiments.
              
            ","Chipade VS, Marella VSA, Panagou D.",<built-in method split of str object at 0x000001D3E36EE830>,33959638,Yes,"
"
"
              
                Perspectives for Remote Sensing with Unmanned Aerial Vehicles in Precision Agriculture.
              
            ","Maes WH, Steppe K.",<built-in method split of str object at 0x000001D3E3D5C7B0>,30558964,No,"
              Remote sensing with unmanned aerial vehicles (UAVs) is a game-changer in precision agriculture. ...
            "
"
Drones for Medical Supply During Disaster: A Game Changer in ""Health for All"" Policy.
              
            ","Das NK, Patil R, Prasanna S, Das P, Mukhida S.",<built-in method split of str object at 0x000001D3E4145330>,36896146,Yes,"
"
"
              
                Technical Workflow Development for Integrating Drone Surveys and Entomological Sampling to Characterise Aquatic Larval Habitats of Anopheles funestus in Agricultural Landscapes in Cote d'Ivoire.
              
            ","Byrne I, Chan K, Manrique E, Lines J, Wolie RZ, Trujillano F, Garay GJ, Del Prado Cortez MN, Alatrista-Salas H, Sternberg E, Cook J, N'Guessan R, Koffi A, Ahoua Alou LP, Apollinaire N, Messenger LA, Kristan M, Carrasco-Escobar G, Fornace K.",<built-in method split of str object at 0x000001D3E248D110>,34759971,Yes,"
              Using satellite remote sensing data, we developed an environmentally and spatially representative sampling frame and conducted paired mosquito larvae and drone mapping surveys from June to August 2021. To categorise the drone imagery, we also developed a land cover …
            "
"
              
                Robust Pulse Rate Measurements from Facial Videos in Diverse Environments.
              
            ","Park J, Hong K.",<built-in method split of str object at 0x000001D3E362DE40>,36502086,Yes,"
              Technologies that can check the pulse by contacting the skin with optical sensors built into smart devices have been developed. However, this may cause inconvenience, such as foreign body sensation. ...We demonstrate that the proposed method relieves pulse rate measurement …
            "
"
              
                A Collaborative Approach for Surface Inspection Using Aerial Robots and Computer Vision.
              
            ","Molina M, Frau P, Maravall D.",<built-in method split of str object at 0x000001D3E2EE1FB0>,29562605,Yes,"
Aerial robots with cameras on board can be used in surface inspection to observe areas that are difficult to reach by other means. ...This paper presents a solution for visual inspection that increases the degree of autonomy of aerial robots following a semi-automat …
            "
"
              
                Diffuse and local effects of light adaptation in photoreceptors of the honey bee drone.
              
            ","Bader CR, Baumann F, Bertrand D, Carreras J, Fuortes G.",<built-in method split of str object at 0x000001D3E2EE2790>,7101767,No,"
              Intracellular recordings from drone photoreceptors were made by means of glass microelectrodes in superfused retinae. ...
            "
"
              
                Diffusion and consumption of oxygen in the superfused retina of the drone (Apis mellifera) in darkness.
              
            ","Tsacopoulos M, Poitry S, Borsellino A.",<built-in method split of str object at 0x000001D3E3D5CB70>,7264598,Yes,"
              Double-barreled O2 microelectrodes were used to study O2 diffusion and consumption in the superfused drone (Apis mellifera) retina in darkness at 22 degrees C. Po2 was measured at different sites in the bath and retinas. ...
            "
"
              
                Full counting statistics for a single-electron transistor: nonequilibrium effects at intermediate conductance.
              
            ","Utsumi Y, Golubev DS, Schön G.",<built-in method split of str object at 0x000001D3E36EC130>,16606212,No,"
              We evaluate the current distribution for a single-electron transistor with intermediate strength tunnel conductance. Using the Schwinger-Keldysh approach and the drone (Majorana) fermion representation, we account for the renormalization of system parameters. ...
            "
