Title,Author,Citation,PMID,Free Access,Abstract,url_article
"
              
                The eye in the sky: combined use of unmanned aerial systems and GPS data loggers for ecological research and conservation of small birds.
              
            ","Rodríguez A, Negro JJ, Mulero M, Rodríguez C, Hernández-Pliego J, Bustamante J.",<built-in method split of str object at 0x000001C40732DCF0>,23239979,Yes,"
              But biotelemetry is limited by size, weight, data memory and battery power of the attached devices, especially in animals with light body masses, such as the majority of bird species. In this study, we describe the combined use of GPS data logger information obtained from …
            ",https://pubmed.ncbi.nlm.nih.gov/23239979/
"
Drone Routing for Drone-Based Delivery Systems: A Review of Trajectory Planning, Charging, and Security.
              
            ","Raivi AM, Huda SMA, Alam MM, Moh S.",<built-in method split of str object at 0x000001C40730E6A0>,36772502,Yes,"
              Recently, owing to the high mobility and low cost of drones, drone-based delivery systems have shown considerable potential for ensuring flexible and reliable parcel delivery. ...In particular, we focus on the major aspects that researchers and engineers need to con …
            ",https://pubmed.ncbi.nlm.nih.gov/36772502/
"
              
                Beehive-Inspired Information Gathering with a Swarm of Autonomous Drones.
              
            ","Viseras A, Wiedemann T, Manss C, Karolj V, And Juan Marchal DS.",<built-in method split of str object at 0x000001C4064D1B30>,31597338,Yes,"
              This paper presents a beehive-inspired multi-agent drone system for autonomous information collection to support the needs of first responders and emergency teams. The proposed system is designed to be simple, cost-efficient, yet robust and scalable at the same time. It in …
            ",https://pubmed.ncbi.nlm.nih.gov/31597338/
"
              
                Design and test of a situation-augmented display for an unmanned aerial vehicle monitoring task.
              
            ","Lu JL, Horng RY, Chao CJ.",<built-in method split of str object at 0x000001C405F18C70>,24422345,No,"
              In this study, a situation-augmented display for unmanned aerial vehicle (UAV) monitoring was designed, and its effects on operator performance and mental workload were examined. ...Results suggest that the UAV monitoring task is extremely difficult, and that displa …
            ",https://pubmed.ncbi.nlm.nih.gov/24422345/
"
              
                A Counter-Terrorism Medicine Analysis of Drone Attacks.
              
            ","Barten DG, Tin D, De Cauwer H, Ciottone RG, Ciottone GR.",<built-in method split of str object at 0x000001C406A9ADE0>,35094728,No,"
              BACKGROUND: The rapid popularization of unmanned aerial vehicles (UAVs; also referred to as drones), in both the recreational and industrial sectors, has paved the way for rapid developments in drone capabilities. Although the threat of UAVs used by te …
            ",https://pubmed.ncbi.nlm.nih.gov/35094728/
"
              
                Optical-Relayed Entanglement Distribution Using Drones as Mobile Nodes.
              
            ","Liu HY, Tian XH, Gu C, Fan P, Ni X, Yang R, Zhang JN, Hu M, Guo J, Cao X, Hu X, Zhao G, Lu YQ, Gong YX, Xie Z, Zhu SN.",<built-in method split of str object at 0x000001C406EEFA60>,33512193,No,"
              Entanglement distribution has been accomplished using a flying drone, and this mobile platform can be generalized for multiple mobile nodes with optical relay among them. Here we develop the first optical relay to reshape the wave front of photons for their low diffraction …
            ",https://pubmed.ncbi.nlm.nih.gov/33512193/
"
              
                Dynamic Computation Offloading Scheme for Drone-Based Surveillance Systems.
              
            ","Kim B, Min H, Heo J, Jung J.",<built-in method split of str object at 0x000001C405F19A70>,30200675,Yes,"
              Recently, various technologies for utilizing unmanned aerial vehicles have been studied. Drones are a kind of unmanned aerial vehicle. Drone-based mobile surveillance systems can be applied for various purposes such as object recognition …
            ",https://pubmed.ncbi.nlm.nih.gov/30200675/
"
              
                MtDNA COI-COII marker and drone congregation area: an efficient method to establish and monitor honeybee (Apis mellifera L.) conservation centres.
              
            ","Bertrand B, Alburaki M, Legout H, Moulin S, Mougel F, Garnery L.",<built-in method split of str object at 0x000001C407112890>,25335970,No,"
              CANIF's honeybee colonies were intensively studied over a 3-year period. This study included a drone congregation area (DCA) located in the conservation centre. ...Our results indicate that the colonies of the conservation centre and the drones of the DCA show simil …
            ",https://pubmed.ncbi.nlm.nih.gov/25335970/
"
              
                Integration and Investigation of Selected On-Board Devices for Development of the Newly Designed Miniature UAV.
              
            ","Olejnik A, Rogólski R, Kiszkowiak Ł, Szcześniak M.",<built-in method split of str object at 0x000001C4067DC5A0>,32245250,Yes,"
              In contrast to topics presented in the conference, the article describes in detail avionic equipment and on-board systems integration process and their in-flight adjustment in regard to the newly designed miniature unmanned aerial vehicle (mini-UAV). The mini-airpla …
            ",https://pubmed.ncbi.nlm.nih.gov/32245250/
"
              
                Sort, Assess, Life-Saving Intervention, Triage With Drone Assistance in Mass Casualty Simulation: Analysis of Educational Efficacy.
              
            ","Hartman EN, Daines B, Seto C, Shimshoni D, Feldman ME, LaBrunda M.",<built-in method split of str object at 0x000001C406DECF30>,33110714,Yes,"
              In order to evaluate simulation quality to optimize future triage simulations, this study had three specific aims: (1) assess participant accuracy of triage after training in Sort, Assess, Life-Saving Interventions, Triage/Transport (SALT); (2) evaluate the role of stress and con …
            ",https://pubmed.ncbi.nlm.nih.gov/33110714/
"
              
                Realities of Using Drones to Transport Laboratory Samples: Insights from Attended Routes in a Mixed-Methods Study.
              
            ","Comtet HE, Keitsch M, Johannessen KA.",<built-in method split of str object at 0x000001C4064ACAD0>,36068877,Yes,"
              PURPOSE: Drones are an emerging technology with the potential to improve laboratory logistics. This study is based on the hypothesis that the implementation of drones will benefit from an understanding of the current system and that existing transport solutions shou …
            ",https://pubmed.ncbi.nlm.nih.gov/36068877/
"
              
                Survival of honey bee (Hymenoptera: Apidae) spermatozoa incubated at room temperature from drones exposed to miticides.
              
            ","Burley LM, Fell RD, Saacke RG.",<built-in method split of str object at 0x000001C40730F000>,18767713,No,"
Drones were reared in colonies that had been treated with each miticide by using the dose recommended on the label. Drones from each miticide treatment were collected, and semen samples were pooled. ...
            ",https://pubmed.ncbi.nlm.nih.gov/18767713/
"
              
                Using low-cost drones to map malaria vector habitats.
              
            ","Hardy A, Makame M, Cross D, Majambere S, Msellem M.",<built-in method split of str object at 0x000001C406DED030>,28088225,Yes,"
              This study provides a proof of concept for the use of a low-cost (< $1000) drone (DJI Phantom) for mapping water bodies in seven sites across Zanzibar including natural water bodies, irrigated and non-irrigated rice paddies, peri-urban and urban locations. ...Water bodi …
            ",https://pubmed.ncbi.nlm.nih.gov/28088225/
