id,title,assignee,author ,priority date,filing/creation date,publication date,grant date,result_link,figure_link
KR-101880073-B1,Device for switching flight control for fall protection for drone ,권태욱,권태욱,2016-8-4,2016-8-4,2018-7-19,2018-7-19,https://patents.google.com/patent/KR101880073B1/en,https://patentimages.storage.googleapis.com/0c/3a/88/0bacdbf85341d4/112016076072418-pat00001.png
JP-2018511248-A,Authentication message between drone ,アマゾン・テクノロジーズ、インコーポレイテッド,"アーネスト カナバー、ダレン, アーネスト カナバー、ダレン, ゴパラクリシュナン、バラーダラジャン, ミキャエル ジョハンソン、ジェスパー, ミキャエル ジョハンソン、ジェスパー, アロン マクリントック、ジョン, アロン マクリントック、ジョン, ウィリアム ポーター、ブランドン, ウィリアム ポーター、ブランドン, ジェー ロス、アンドルー, ジェー ロス、アンドルー",2015-3-27,2016-3-25,2018-4-19,,https://patents.google.com/patent/JP2018511248A/en,
CN-109508041-A,Plant protection drone group system and plant protection method ,梁晓龙,"梁晓龙, 侯岳奇, 付其喜, 张佳强, 何吕龙, 王维佳, 范翔宇, 胡利平, 王玉冰",2019-1-21,2019-1-21,2019-3-22,,https://patents.google.com/patent/CN109508041A/en,
JP-2018165931-A,"Control device for drone, control method for drone and control program for drone ","株式会社ゼンリンデータコム, Zenrin Datacom Co Ltd","辰彦 清水, Tatsuhiko Shimizu, 辰彦 清水, 光昭 小関, Mitsuaki Koseki, 光昭 小関, 藤原　昇, Noboru Fujiwara, 昇 藤原",2017-3-28,2017-3-28,2018-10-25,,https://patents.google.com/patent/JP2018165931A/en,https://patentimages.storage.googleapis.com/94/83/03/977e569d757bf1/2018165931-3.png
PL-3891068-T3,Landing guidance system for a drone ,Hoverseen,Eric VILLIERS,2018-12-6,2019-12-4,2024-1-15,,https://patents.google.com/patent/PL3891068T3/en,
EP-3248078-B1,Guidance system of a drone ,"Paradox Engineering Sa, SUPSI (Scuola Universitaria Professionale Della Svizzera Italiana)","Alessandro Giusti, Luca Maria Gambardella, Giovanni Minetti, Jérôme GUZZI",2015-1-23,2016-1-15,2019-10-2,2019-10-2,https://patents.google.com/patent/EP3248078B1/en,https://patentimages.storage.googleapis.com/e7/76/e9/04ed17269d758d/imgf0001.png
KR-101772570-B1,Falling prevention system for drone using controllable pitch propeller ,이명근,이명근,2017-2-13,2017-2-13,2017-9-12,2017-9-12,https://patents.google.com/patent/KR101772570B1/en,https://patentimages.storage.googleapis.com/4e/ef/6a/0698a7287d176a/112017014655441-pat00001.png
KR-20170138225-A,The real time national imagery intelligence system or method based on the drone which hovering or surveillance flight around the drone docking station ,조건희,조건희,2016-6-7,2016-6-7,2017-12-15,,https://patents.google.com/patent/KR20170138225A/en,https://patentimages.storage.googleapis.com/9a/4b/53/dfe10914d60bbb/pat00001.png
US-2017006263-A1,Camera unit adapted to be placed on board a drone to map a land and a method of image capture management by a camera unit ,Parrot Drones,Eng Hong Sron,2015-6-30,2016-6-22,2017-1-5,,https://patents.google.com/patent/US20170006263A1/en,https://patentimages.storage.googleapis.com/ce/31/49/5ec41d9e799117/US20170006263A1-20170105-D00000.png
KR-102050247-B1,Test System for Drone Control ,"안진섭, 주식회사 피스퀘어","안지수, 이덕만",2017-2-1,2017-2-1,2019-11-29,2019-11-29,https://patents.google.com/patent/KR102050247B1/en,https://patentimages.storage.googleapis.com/d2/f2/40/bca3ee9107b096/112017010922332-pat00001.png
JP-6039050-B1,Inspection method for structures using drone ,"俊雄 小泉, 俊雄 小泉, アジア航測株式会社, 株式会社かつら設計","俊雄 小泉, 俊雄 小泉, 和夫 織田, 和夫 織田, 悦夫 生天目, 悦夫 生天目, 賢司 大石, 賢司 大石, 渡邊　淳, 淳 渡邊, 匡 菊池, 匡 菊池, 幸泰 及川, 幸泰 及川, 雅 木名瀬, 雅 木名瀬, 勉 深谷, 勉 深谷, 秀治 嶋田, 秀治 嶋田, 裕之 亀田, 裕之 亀田, 幹夫 丸山, 幹夫 丸山",2015-12-25,2015-12-25,2016-12-7,2016-12-7,https://patents.google.com/patent/JP6039050B1/en,
JP-2020506443-A,"Drone control method, head mounted display glasses and system ","エスゼット ディージェイアイ テクノロジー カンパニー リミテッドＳｚ Ｄｊｉ Ｔｅｃｈｎｏｌｏｇｙ Ｃｏ．，Ｌｔｄ, エスゼット  ディージェイアイ  テクノロジー  カンパニー  リミテッド","イファン ウ, イファン ウ, ファイユ リュウ, ファイユ リュウ, ジュン ウ, ジュン ウ, ミン ゴン, ミン ゴン, シュウフォン ガオ, シュウフォン ガオ",2016-9-26,2016-9-26,2020-2-27,,https://patents.google.com/patent/JP2020506443A/en,https://patentimages.storage.googleapis.com/57/03/59/361ba2e3a39322/2020506443-3.png
US-11440679-B2,Drone docking station and docking module ,"Cowden Technologies, Inc.",Jason Patrick Cowden,2020-10-27,2021-10-27,2022-9-13,2022-9-13,https://patents.google.com/patent/US11440679B2/en,https://patentimages.storage.googleapis.com/a6/5f/b6/e0bcb6f4c73325/US11440679-20220913-D00000.png
IL-263319-B,Systems comprising a drone and an entity for controlling this drone ,Safran Electronics & Defense,,2016-6-2,2018-11-27,2019-5-30,,https://patents.google.com/patent/IL263319B/en,
US-11192648-B1,Air blowing drone and dust cleaning device for solar panels ,King Abdulaziz University,Mohannad BAYOUMI,2021-8-27,2021-8-27,2021-12-7,2021-12-7,https://patents.google.com/patent/US11192648B1/en,https://patentimages.storage.googleapis.com/ff/ba/ad/27ec68a6a11e7a/US11192648-20211207-D00000.png
WO-2014080388-A2,Police drone ,"Alshdaifat, Wasfi","Eida Almuhairbi, Farah Afif KASSAB",2014-3-25,2014-3-25,2014-5-30,,https://patents.google.com/patent/WO2014080388A2/en,
WO-2014080386-A2,Drone service aero-carrier ,"Alshdaifat, Wasfi","Eida Almuhairbi, Farah Afif KASSAB",2014-3-25,2014-3-25,2014-5-30,,https://patents.google.com/patent/WO2014080386A2/en,
EP-2188176-B1,Modular drone with detachable sub-assemblies ,Altair,Benjamin Lehmann,2007-9-12,2008-9-11,2011-3-23,2011-3-23,https://patents.google.com/patent/EP2188176B1/en,https://patentimages.storage.googleapis.com/8f/6f/67/2270b1ee0e8967/imgf0001.png
KR-102034187-B1,Drone with separable center-plate and robot sports ball including the same ,사단법인 캠틱종합기술원,"이범수, 김형래",2018-4-5,2018-4-5,2019-10-18,2019-10-18,https://patents.google.com/patent/KR102034187B1/en,https://patentimages.storage.googleapis.com/ec/9b/e2/d1ce8b134ba107/112018033764758-pat00001.png
US-10425576-B2,Drone and method for controlling the same ,Lg Electronics Inc.,"Minjae KIM, Hokyun Kang",2016-5-20,2016-12-21,2019-9-24,2019-9-24,https://patents.google.com/patent/US10425576B2/en,https://patentimages.storage.googleapis.com/e7/61/98/774386d588670c/US10425576-20190924-D00000.png
KR-101708037-B1,Drone connected cctv apparatus and method for photographing image thereby ,주식회사 앤다스,"윤여훈, 김상훈",2015-11-16,2015-11-16,2017-2-27,2017-2-27,https://patents.google.com/patent/KR101708037B1/en,https://patentimages.storage.googleapis.com/d1/5f/6e/923b496a628e29/112015111084072-pat00001.png
US-11235876-B2,Drone-based vehicle illumination ,Ford Motor Company,"Cynthia M. Neubecker, Brad Alan Ignaczak, Somak Datta Gupta, Brian Bennie",2016-12-14,2016-12-14,2022-2-1,2022-2-1,https://patents.google.com/patent/US11235876B2/en,https://patentimages.storage.googleapis.com/41/24/e8/f73d3298bf7780/US11235876-20220201-D00000.png
US-10624111-B2,Methods and apparatuses for scheduling service area in drone network environment ,Research & Business Foundation Sungkyunkwan University,"Tae-Jin Lee, Yunmin KIM",2017-11-15,2018-3-16,2020-4-14,2020-4-14,https://patents.google.com/patent/US10624111B2/en,https://patentimages.storage.googleapis.com/04/eb/6c/d5bfaccdc2beef/US10624111-20200414-D00000.png
JP-6448071-B2,Drone ,株式会社佐竹技研,"洋輔 佐竹, 洋輔 佐竹",2018-2-23,2018-2-23,2019-1-9,2019-1-9,https://patents.google.com/patent/JP6448071B2/en,https://patentimages.storage.googleapis.com/de/46/99/d1dcacea0bd388/0006448071-2.png
KR-102523451-B1,Devices and Methods for Measuring Flow Velocity of River Based on Drone Imaging ,주식회사 하이드로셈,"김서준, 윤병만, 이준형, 이윤호",2020-11-27,2020-11-27,2023-4-26,2023-4-26,https://patents.google.com/patent/KR102523451B1/en,https://patentimages.storage.googleapis.com/b5/52/ba/2d87948cb42a06/112020128402520-pat00082.png
WO-2014080387-A2,Rescue drone ,"Alshdaifat, Wasfi","Eida Almuhairbi, Farah Afif KASSAB",2014-3-25,2014-3-25,2014-5-30,,https://patents.google.com/patent/WO2014080387A2/en,
CN-110134147-A,A kind of autonomous paths planning method and device of plant protection drone ,安阳全丰航空植保科技股份有限公司,"张培芬, 史军强, 韩伟, 张勇, 孙晓东, 王文魁",2019-6-20,2019-6-20,2019-8-16,,https://patents.google.com/patent/CN110134147A/en,
US-11042741-B2,Intelligent protective drone ,James P Janniello,James P Janniello,2017-1-17,2020-8-18,2021-6-22,2021-6-22,https://patents.google.com/patent/US11042741B2/en,https://patentimages.storage.googleapis.com/89/26/36/f5a590ba766c40/US11042741-20210622-D00000.png
US-10460280-B2,Methods and systems for multiple drone delivery system ,International Business Machines Corporation,"David B. Lection, Sarbajit K. Rakshit, Mark B. Stevens, John D. Wilson",2016-10-11,2016-10-11,2019-10-29,2019-10-29,https://patents.google.com/patent/US10460280B2/en,https://patentimages.storage.googleapis.com/df/1e/d1/65525f5f7197cb/US10460280-20191029-D00000.png
WO-2018182944-A1,Multi-function photo electro acoustic ions drone ,Yu Simon Siu Chi,Simon Siu-chi YU,2017-3-25,2018-3-8,2018-10-4,,https://patents.google.com/patent/WO2018182944A1/en,
WO-2017078410-A1,Integration management server for divided delivering articles using drone and drone for divided delivering articles ,Cj Korea Express Corportaion,"Seung Mo Kim, Sung Yong Jung, Koo Po Kwon, Jae Hyuck AUH",2015-11-2,2016-11-2,2017-5-11,,https://patents.google.com/patent/WO2017078410A1/en,https://patentimages.storage.googleapis.com/51/59/9b/879eafc0facbaf/PCTKR2016012539-appb-D000001.png
KR-102167414-B1,System and method for providing traffic violation detecting service using drone ,이한구,이한구,2020-4-27,2020-4-27,2020-10-19,2020-10-19,https://patents.google.com/patent/KR102167414B1/en,https://patentimages.storage.googleapis.com/ef/16/fb/2d98200a3abb8d/112020042985587-pat00010.png
US-10011259-B1,Drone and separate vehicle body that are assemblable to form vehicle such as hovercraft ,Spin Master Ltd.,"Mark Ladislao, Conor Forkan",2017-5-5,2017-12-5,2018-7-3,2018-7-3,https://patents.google.com/patent/US10011259B1/en,https://patentimages.storage.googleapis.com/f5/d6/e2/f09423f18fcf3d/US10011259-20180703-D00000.png
JP-2016153337-A,Delivery system using drone ,"矢継　正信, Masanobu Yatsugi, 矢継  正信","矢継正信, Masanobu Yatsugi",2015-2-20,2015-2-20,2016-8-25,,https://patents.google.com/patent/JP2016153337A/en,
KR-20230008652-A,"Equipment, machine, tube, facility, material, drone, measures, system ","정하익, 정용훈, 정용진, 주식회사 한국산업기술원","정하익, 정용훈, 정용진",2020-2-19,2022-12-6,2023-1-16,,https://patents.google.com/patent/KR20230008652A/en,https://patentimages.storage.googleapis.com/9d/f5/0d/bef8da1db9ccdc/pat00001.png
US-2018032087-A1,Drone with an obstacle avoiding system ,Parrot Drones,Martin LINÉ,2016-7-27,2017-7-27,2018-2-1,,https://patents.google.com/patent/US20180032087A1/en,https://patentimages.storage.googleapis.com/bc/c4/97/56046b2ba0c010/US20180032087A1-20180201-D00000.png
US-2019248492-A1,Drone ,Sylvain ROLDAN DE PERERA,Sylvain ROLDAN DE PERERA,2016-8-2,2017-7-26,2019-8-15,,https://patents.google.com/patent/US20190248492A1/en,https://patentimages.storage.googleapis.com/f2/16/72/5ed3f5acfa1f5f/US20190248492A1-20190815-D00000.png
KR-102189033-B1,"Drone hangar for pickup truck with take-off and landing guide function and, drone operating system including the same ",주식회사 숨비,오인선,2020-1-28,2020-1-28,2020-12-10,2020-12-10,https://patents.google.com/patent/KR102189033B1/en,https://patentimages.storage.googleapis.com/36/df/0c/913e242c5ee0c6/112020008535300-pat00001.png
DE-102015008255-B4,Defense drone to ward off a small drone ,Diehl Defence Gmbh & Co. Kg,Norbert Stelte,2015-6-26,2015-6-26,2017-10-19,2017-10-19,https://patents.google.com/patent/DE102015008255B4/en,https://patentimages.storage.googleapis.com/17/c0/ea/7dd1a36fd8b7c6/DE102015008255B4_0002.png
US-11655740-B2,Drone elimination muffler ,"K&N Engineering, Inc.","Steve Williams, Kevin McClelland",2015-4-9,2019-12-19,2023-5-23,2023-5-23,https://patents.google.com/patent/US11655740B2/en,https://patentimages.storage.googleapis.com/93/0f/f1/2111133e079bdf/US11655740-20230523-D00000.png
KR-20170076988-A,The air cleaner and electric fan based on hovering or flying drone ,자이로캠주식회사,"이상기, 조건희, 조동혁",2015-12-26,2015-12-26,2017-7-5,,https://patents.google.com/patent/KR20170076988A/en,https://patentimages.storage.googleapis.com/fa/b0/d5/4b0cd1dd7e4a23/pat00001.png
US-2017078553-A1,"Method of determining a duration of exposure of a camera on board a drone, and associated drone ",Parrot Drones,"Eng Hong Sron, Benoit Pochon",2015-9-14,2016-9-7,2017-3-16,,https://patents.google.com/patent/US20170078553A1/en,https://patentimages.storage.googleapis.com/8e/3f/71/a86322d0e10c31/US20170078553A1-20170316-D00000.png
WO-2018227576-A1,"Method and system for detecting ground shape, method for drone landing, and drone ",深圳市大疆创新科技有限公司,崔健,2017-6-16,2017-6-16,2018-12-20,,https://patents.google.com/patent/WO2018227576A1/en,https://patentimages.storage.googleapis.com/3c/9d/8a/3f4569866bcbef/PCTCN2017088710-appb-300001.png
US-2018364713-A1,Drone control system ,International Business Machines Corporation,"II Clyde Foster, Jhansi R. Kolla, Joseph Kozhaya, II Karl D. McCormick",2017-6-16,2017-6-16,2018-12-20,,https://patents.google.com/patent/US20180364713A1/en,https://patentimages.storage.googleapis.com/88/ec/4c/7a475fe599c9a1/US20180364713A1-20181220-D00000.png
GB-2533140-A,Drone ,Caterpillar Inc,"J Hanks Benjamin, Paul Forrester Adrian, M Varu Anand",2014-12-11,2014-12-11,2016-6-15,,https://patents.google.com/patent/GB2533140A/en,
US-2020048951-A1,Drone Delivery Lock Box ,Eric Herschap,Eric Herschap,2018-8-13,2019-8-13,2020-2-13,,https://patents.google.com/patent/US20200048951A1/en,https://patentimages.storage.googleapis.com/81/12/5a/37647d726faf1d/US20200048951A1-20200213-D00000.png
KR-101934776-B1,Missile early detection system using under-water drone ,"신동명, 이등구, 김형근","신동명, 이등구, 김형근",2017-1-12,2017-1-12,2019-1-3,2019-1-3,https://patents.google.com/patent/KR101934776B1/en,https://patentimages.storage.googleapis.com/cd/59/e5/5908bf8d3e973c/112017003808393-pat00001.png
US-10808679-B2,Drone mounted wind turbine-generator system ,Yik Hei Sia,Yik Hei Sia,2018-8-20,2019-8-19,2020-10-20,2020-10-20,https://patents.google.com/patent/US10808679B2/en,https://patentimages.storage.googleapis.com/d4/b5/76/80a4c56b3f8b78/US10808679-20201020-D00000.png
KR-102039562-B1,An Amphibious drone and A Deck for taking off and landing therof ,(유)동아하이테크,박병윤,2019-8-22,2019-8-22,2019-11-1,2019-11-1,https://patents.google.com/patent/KR102039562B1/en,https://patentimages.storage.googleapis.com/91/f2/6d/0174b886a91551/112019086406356-pat00001.png
US-2018321681-A1,Leading drone method ,"Pinnacle Vista, LLC",Haofeng Tu,2017-5-5,2017-5-5,2018-11-8,,https://patents.google.com/patent/US20180321681A1/en,https://patentimages.storage.googleapis.com/b7/f5/43/5ea4b25d7d80ad/US20180321681A1-20181108-D00000.png
US-2017102699-A1,Drone control through imagery ,Intel Corporation,Glen J. Anderson,2014-12-22,2014-12-22,2017-4-13,,https://patents.google.com/patent/US20170102699A1/en,https://patentimages.storage.googleapis.com/33/f1/f7/6538bfd5f8a7fa/US20170102699A1-20170413-D00000.png
KR-101800767-B1,System for analyzing real-time traffic information based on mobile communication base station using drone ,주식회사 렌쥴리에듀테인먼트,이대오,2016-6-8,2016-6-8,2017-11-24,2017-11-24,https://patents.google.com/patent/KR101800767B1/en,https://patentimages.storage.googleapis.com/76/ab/7e/0f44471ddec0b6/112016055137484-pat00001.png
